Unnamed: 0,Phrase,Class,Class_index
45557,I would like to throw my powerade plastic bottle,PLASTIC BOTTLE,29.0
20097,In what trash does a organic scraps go ?,ORGANIC SCRAPS,17.0
177,Can I recycle a chesterfield pack ?,CIGARETTE PACK,4.0
36252,Where do I throw a birra baladin can,ALUMINIUM CAN,0.0
38544,Where does a polybag belong?,PLASTIC BAG,28.0
22171,In which bin does this check go ?,RECEIPT,43.0
27411,Open for my majestic ldpe bag,PLASTIC BAG,28.0
33150,Where can I throw a plastic serving platters ?,PLASTIC DISH,34.0
26922,Open for my majestic glass urn,GLASS JAR,12.0
27971,Should I recycle my canned soup ?,ALUMINIUM CAN,0.0
31031,Where can I put my guinness glass bottle ?,GLASS BOTTLE,11.0
20938,In which bin does this menabrea can go ?,ALUMINIUM CAN,0.0
29387,what bin is best suited for my canned milk ?,ALUMINIUM CAN,0.0
4842,"Excuse me, can you help me ? I have to throw a bread and baked goods",ORGANIC SCRAPS,17.0
26440,Is there anyway I could get rid of this pack of rolls ?,TOBACCO PACK,49.0
27602,Open for my majestic latex-free glove,PLASTIC GLOVES,35.0
32661,Where can I throw a vegetable scraps ?,ORGANIC SCRAPS,17.0
5135,"Excuse me, can you help me ? I have to throw my plastic bag",PLASTIC BAG,28.0
7768,"Hey, in which trash does this fiber-based packaging goes ? Thank you",PAPER PACKAGING,21.0
34930,Where do I put this canned soup ?,ALUMINIUM CAN,0.0
22843,In which bin should I throw this perrier cap ?,METAL CAP,15.0
31062,Where can I put a coca-cola glass bottle ?,GLASS BOTTLE,11.0
29727,what bin is best suited for a apple charger ?,LAPTOP CHARGER,13.0
44925,I would like to throw a kn95 masks,FACE MASK,10.0
912,Can I recycle a sustainable tray ?,PAPER TRAY,25.0
22809,In which bin should I throw a medication blister ?,MEDS BLISTER,14.0
10061,I have [a/an] covid test,COVID TEST,7.0
45753,I would like to throw a plastic snack packaging,PLASTIC SNACK PACKAGING,38.0
20832,In what trash does a subway ticket go ?,TRANSPORT TICKET,46.0
27131,Open for my majestic takeaway bowl,PAPER BOWL,18.0
23789,Is my nos can recyclable ?,ALUMINIUM CAN,0.0
15336,"I have a canada dry can, where should I throw it ?",ALUMINIUM CAN,0.0
6876,"Hey, I'm going to throw a tea infuser bag",TEA BAG,44.0
12585,I have a menabrea can to throw,ALUMINIUM CAN,0.0
45253,I would like to throw this pulp bowl,PAPER BOWL,18.0
622,Can I recycle this oranges ?,ORGANIC SCRAPS,17.0
44574,I would like to throw a a&w root beer can,ALUMINIUM CAN,0.0
44745,I would like to throw a dunhill pack,CIGARETTE PACK,4.0
45238,I would like to throw this single-use bowl,PAPER BOWL,18.0
45146,I would like to throw my lg phone,SMARTPHONE,16.0
29752,what bin is best suited for this razer charger ?,LAPTOP CHARGER,13.0
2287,Could I throw this fiber tray in this trash ?,PAPER TRAY,25.0
42234,Where should I put a glass urn,GLASS JAR,12.0
28896,Should I recycle a voss plastic cap ?,PLASTIC CAP,31.0
9703,"Hi trash, where should I discard this tramway ticket ?",TRANSPORT TICKET,46.0
20090,In what trash does my lg phone go ?,SMARTPHONE,16.0
28872,Should I recycle a pepsi plastic cap ?,PLASTIC CAP,31.0
8514,"Hi trash, where should I discard a cigarette butt ?",CIGARETTE BUTT,3.0
12584,I have my birra del borgo can to throw,ALUMINIUM CAN,0.0
25642,Is there anyway I could get rid of this google phone ?,SMARTPHONE,16.0
44927,I would like to throw my kn95 masks,FACE MASK,10.0
36881,Where do I throw my to-go bowl,PAPER BOWL,18.0
21660,In which bin does a focus go ?,PAPER MAGASINE,20.0
223,Can I recycle this sustainable packaging ?,COMPOSTABLE PACKAGING,5.0
21413,In which bin does my tablet blister go ?,MEDS BLISTER,14.0
28961,Should I recycle my plastic trays ?,PLASTIC DISH,34.0
7553,"Hey, in which trash does my xiaomi phone goes ? Thank you",SMARTPHONE,16.0
2208,Could I throw a recyclable packaging in this trash ?,PAPER PACKAGING,21.0
44773,I would like to throw this renewable packaging,COMPOSTABLE PACKAGING,5.0
42291,Where should I put a tablet blister,MEDS BLISTER,14.0
10425,I have [a/an] takeaway bowl,PAPER BOWL,18.0
26860,Open for my majestic stella artois glass bottle,GLASS BOTTLE,11.0
12374,"I have [a/an] takeaway paper bag, where do I throw it  ?",PAPER FOOD PACKAGING,39.0
41954,Where should I put my lucky strike pack,CIGARETTE PACK,4.0
23547,In which bin should I throw a plastic sled ?,PLASTIC TRAY,42.0
14789,"I have my journals to throw, where should I put it ?",PAPER SHEET,23.0
10990,I have [a/an] plastic straw,PLASTIC STRAW,41.0
30353,what bin is best suited for my plastic trays ?,PLASTIC DISH,34.0
24542,Is my books recyclable ?,PAPER SHEET,23.0
19577,In what trash does my blue moon can go ?,ALUMINIUM CAN,0.0
15319,"I have this pepsi can, where should I throw it ?",ALUMINIUM CAN,0.0
6992,"Hey, in which trash does my a&w root beer can goes ? Thank you",ALUMINIUM CAN,0.0
8532,"Hi trash, where should I discard a philip morris pack ?",CIGARETTE PACK,4.0
5556,"Excuse me, can you help me ? I have to throw a package of rolls",TOBACCO PACK,49.0
34042,Where do I have to throw this strawberries ?,ORGANIC SCRAPS,17.0
20185,In what trash does this throwaway bowl go ?,PAPER BOWL,18.0
3752,"Excuse me, can you help me ? I don't know where to throw my shopping bag",PLASTIC BAG,28.0
8094,"Hey, in which trash does a plastic serving platters goes ? Thank you",PLASTIC DISH,34.0
24233,Is my san pellegrino cap recyclable ?,METAL CAP,15.0
44655,I would like to throw a leinenkugel's can,ALUMINIUM CAN,0.0
30927,Where can I put a sugar packets ?,CONDIMENT PACKETS,6.0
2190,Could I throw a topolino (for children) in this trash ?,PAPER MAGASINE,20.0
35887,Where do I put this reusable plastic cup ?,PLASTIC CUP,32.0
21377,In which bin does my apple charger go ?,LAPTOP CHARGER,13.0
44450,Where to throw my tea sachet ?,TEA BAG,44.0
42561,Where should I put a paper packaging,PAPER PACKAGING,21.0
8928,"Hi trash, where should I discard a smartphone ?",SMARTPHONE,16.0
17638,I wonder where I should throw this vivo phone charger ?,PHONE CHARGER,26.0
15741,"I have a birra del borgo glass bottle, where should I throw it ?",GLASS BOTTLE,11.0
45611,I would like to throw my plastic cup,PLASTIC CUP,32.0
18896,I want to throw my topolino (for children),PAPER MAGASINE,20.0
42012,Where should I put a non-toxic packaging,COMPOSTABLE PACKAGING,5.0
5716,"Hey, I'm going to throw this canned sauce",ALUMINIUM CAN,0.0
40930,Where does my rest of [food] go ?,METAL CAP,15.0
6578,"Hey, I'm going to throw my gatorade plastic bottle",PLASTIC BOTTLE,29.0
9383,"Hi trash, where should I discard my coca-cola plastic cap ?",PLASTIC CAP,31.0
42108,Where should I put a nickel-cadmium battery,CYLINDRICAL BATTERY,9.0
32837,Where can I throw my compostable packaging ?,PAPER PACKAGING,21.0
17784,I wonder where I should throw a party cup ?,PLASTIC CUP,32.0
12898,I have this face mask to throw,FACE MASK,10.0
39307,Where does this cylindrical battery goes?,CYLINDRICAL BATTERY,9.0
40404,Where does my rest of [food] go ?,ALUMINIUM CAN,0.0
39277,Where does this pepper packets goes?,CONDIMENT PACKETS,6.0
32358,Where can I throw a lithium battery ?,CYLINDRICAL BATTERY,9.0
8852,"Hi trash, where should I discard my dell charger ?",LAPTOP CHARGER,13.0
45001,I would like to throw this dr. pepper glass bottle,GLASS BOTTLE,11.0
878,Can I recycle my books ?,PAPER SHEET,23.0
45181,I would like to throw this watermelons,ORGANIC SCRAPS,17.0
45097,I would like to throw this blister pack,MEDS BLISTER,14.0
7767,"Hey, in which trash does a fiber-based packaging goes ? Thank you",PAPER PACKAGING,21.0
41952,Where should I put a lucky strike pack,CIGARETTE PACK,4.0
39414,Where does a coca-cola glass bottle goes?,GLASS BOTTLE,11.0
17114,I wonder where I should throw my heineken glass bottle ?,GLASS BOTTLE,11.0
29213,Should I recycle my wood ustensils ?,WOODEN STICKS,48.0
43928,Where to throw my l'espresso ?,PAPER MAGASINE,20.0
10231,I have [a/an] apothecary jar,GLASS JAR,12.0
32405,Where can I throw my glass bottle ?,GLASS BOTTLE,11.0
359,Can I recycle my silver-oxide battery ?,CYLINDRICAL BATTERY,9.0
8136,"Hey, in which trash does a plastic containers goes ? Thank you",PLASTIC PACKAGING,36.0
32988,Where can I throw a carrier bag ?,PLASTIC BAG,28.0
3132,"Excuse me, can you help me ? I don't know where to throw a nickel-cadmium battery",CYLINDRICAL BATTERY,9.0
35847,Where do I put a minute maid plastic cap ?,PLASTIC CAP,31.0
36965,Where do I throw my il venerdì di repubblica,PAPER MAGASINE,20.0
10379,I have [a/an] strawberries,ORGANIC SCRAPS,17.0
15947,"I have my strawberries, where should I throw it ?",ORGANIC SCRAPS,17.0
21512,In which bin does my pineapples go ?,ORGANIC SCRAPS,17.0
34665,Where do I have to throw a plastic bin ?,PLASTIC TRAY,42.0
11455,"I have [a/an] crumbled tissue, where do I throw it  ?",CRUMBLED TISSUE,8.0
45863,I would like to throw my tea pyramid bag,TEA BAG,44.0
44157,Where to throw a dasani plastic bottle ?,PLASTIC BOTTLE,29.0
34849,Where do I put this moretti can ?,ALUMINIUM CAN,0.0
31360,Where can I put this throwaway cup ?,PAPER CUP,19.0
36106,Where do I put this tea satchet ?,TEA BAG,44.0
20987,In which bin does my michelob ultra can go ?,ALUMINIUM CAN,0.0
14652,"I have a single-use cup to throw, where should I put it ?",PAPER CUP,19.0
23285,In which bin should I throw my powerade plastic bottle ?,PLASTIC BOTTLE,29.0
29957,what bin is best suited for my coffee cup ?,PAPER CUP,19.0
20163,In what trash does a paper bowl go ?,PAPER BOWL,18.0
1328,Can I recycle my tetrapack ?,TETRAPACK,45.0
40296,Where does a tea pillow goes?,TEA BAG,44.0
10771,I have [a/an] plastic cap,PLASTIC CAP,31.0
36507,Where do I throw a covid test,COVID TEST,7.0
36936,Where do I throw a fiber cup,PAPER CUP,19.0
18188,I want to throw my dos equis can,ALUMINIUM CAN,0.0
6951,"Hey, I'm going to throw a pack of rolls",TOBACCO PACK,49.0
32799,Where can I throw a max ?,PAPER MAGASINE,20.0
23458,In which bin should I throw this plastic clamshells ?,PLASTIC PACKAGING,36.0
2796,"Excuse me, can you help me ? I don't know where to throw a fanta can",ALUMINIUM CAN,0.0
31479,Where can I put a notebooks ?,PAPER SHEET,23.0
16536,"I have a cookie wrapper, where should I throw it ?",PLASTIC SNACK PACKAGING,38.0
13549,I have this minute maid plastic bottle to throw,PLASTIC BOTTLE,29.0
7196,"Hey, in which trash does my recyclable packaging goes ? Thank you",COMPOSTABLE PACKAGING,5.0
11681,"I have [a/an] unit-dose blister, where do I throw it  ?",MEDS BLISTER,14.0
5706,"Hey, I'm going to throw a canned fish ",ALUMINIUM CAN,0.0
27669,Open for my majestic candy bar wrapper,PLASTIC SNACK PACKAGING,38.0
1356,Can I recycle a wooden knife ?,WOODEN CUTLERY,47.0
38785,Where does this paperboard containers with plastic windows belong?,MIXED PAPER-PLASTIC PACKAGING,37.0
36943,Where do I throw this cardboard cup,PAPER CUP,19.0
39916,Where does this motorola phone charger goes?,PHONE CHARGER,26.0
411,Can I recycle a stella artois glass bottle ?,GLASS BOTTLE,11.0
41036,Where does my rest of [food] go ?,ORGANIC SCRAPS,17.0
16387,"I have this plastic glass, where should I throw it ?",PLASTIC CUP,32.0
35235,Where do I put a brewfist glass bottle ?,GLASS BOTTLE,11.0
37470,Where do I throw a plastic tray liner,PLASTIC TRAY,42.0
31119,Where can I put a apple charger ?,LAPTOP CHARGER,13.0
286,Can I recycle this condiment pouches ?,CONDIMENT PACKETS,6.0
42397,Where should I put this watermelons,ORGANIC SCRAPS,17.0
26941,Open for my majestic laptop charger,LAPTOP CHARGER,13.0
4161,"Excuse me, can you help me ? I don't know where to throw a tobacco pack",TOBACCO PACK,49.0
38447,Where does my legal pads belong?,PAPER SHEET,23.0
34193,Where do I have to throw my max ?,PAPER MAGASINE,20.0
26730,Open for my majestic condiment sachets,CONDIMENT PACKETS,6.0
45924,I would like to throw a package of rolls,TOBACCO PACK,49.0
38389,Where does this cardboard packaging belong?,PAPER PACKAGING,21.0
31784,Where can I put my throwaway glove ?,PLASTIC GLOVES,35.0
22395,In which bin should I throw a nos can ?,ALUMINIUM CAN,0.0
29821,what bin is best suited for this oneplus phone ?,SMARTPHONE,16.0
18650,I want to throw my blister pack,MEDS BLISTER,14.0
45476,I would like to throw my oppo phone charger,PHONE CHARGER,26.0
37810,Where does this green packaging belong?,COMPOSTABLE PACKAGING,5.0
27221,Open for my majestic il venerdì di repubblica,PAPER MAGASINE,20.0
29900,what bin is best suited for my bread and baked goods ?,ORGANIC SCRAPS,17.0
33557,Where do I have to throw my canned sauce ?,ALUMINIUM CAN,0.0
44508,Where to throw a wooden knife ?,WOODEN CUTLERY,47.0
4258,"Excuse me, can you help me ? I have to throw this guinness can",ALUMINIUM CAN,0.0
42649,Where should I put this cardboard tray,PAPER TRAY,25.0
18080,I wonder where I should throw my wooden ustensils ?,WOODEN STICKS,48.0
34189,Where do I have to throw this focus ?,PAPER MAGASINE,20.0
31460,Where can I put my paper plate ?,PAPER PLATE,22.0
5844,"Hey, I'm going to throw a flavor packets",CONDIMENT PACKETS,6.0
6300,"Hey, I'm going to throw a single-use cup",PAPER CUP,19.0
26871,Open for my majestic moretti glass bottle,GLASS BOTTLE,11.0
8096,"Hey, in which trash does my plastic serving platters goes ? Thank you",PLASTIC DISH,34.0
42332,Where should I put my perrier cap,METAL CAP,15.0
44850,I would like to throw a sweetener packets,CONDIMENT PACKETS,6.0
24984,Is a tea pillow recyclable ?,TEA BAG,44.0
12509,"I have [a/an] wood ustensils, where do I throw it  ?",WOODEN STICKS,48.0
10182,I have [a/an] coca-cola glass bottle,GLASS BOTTLE,11.0
41280,Where does my rest of [food] go ?,PAPER TRAY,25.0
4584,"Excuse me, can you help me ? I have to throw a heineken glass bottle",GLASS BOTTLE,11.0
20342,In what trash does my page go ?,PAPER SHEET,23.0
39333,Where does a silver-oxide battery goes?,CYLINDRICAL BATTERY,9.0
34151,Where do I have to throw my compostable cup ?,PAPER CUP,19.0
10084,I have [a/an] alkaline battery,CYLINDRICAL BATTERY,9.0
13544,I have my sprite plastic bottle to throw,PLASTIC BOTTLE,29.0
36314,Where do I throw my rockstar can,ALUMINIUM CAN,0.0
1261,Can I recycle this plastic crate ?,PLASTIC TRAY,42.0
27255,Open for my majestic fiber-based packaging,PAPER PACKAGING,21.0
9085,"Hi trash, where should I discard this single-use cup ?",PAPER CUP,19.0
18121,I want to throw this canada dry can,ALUMINIUM CAN,0.0
28985,Should I recycle my plastic gloves ?,PLASTIC GLOVES,35.0
213,Can I recycle a compostable packaging ?,COMPOSTABLE PACKAGING,5.0
20513,In what trash does my plastic bowl go ?,PLASTIC BOWL,30.0
30610,what bin is best suited for this tobacco pack ?,TOBACCO PACK,49.0
34358,Where do I have to throw my nokia phone charger ?,PHONE CHARGER,26.0
6341,"Hey, I'm going to throw my il venerdì di repubblica",PAPER MAGASINE,20.0
5414,"Excuse me, can you help me ? I have to throw my takeaway paper bag",PAPER FOOD PACKAGING,39.0
15097,"I have this plastic containers to throw, where should I put it ?",PLASTIC PACKAGING,36.0
45346,I would like to throw this paper packaging,PAPER PACKAGING,21.0
40162,Where does this plastic clamshells goes?,PLASTIC PACKAGING,36.0
1117,Can I recycle this plastic bowls ?,PLASTIC DISH,34.0
28322,Should I recycle my glass jug ?,GLASS JAR,12.0
27585,Open for my majestic plastic salad bowls,PLASTIC DISH,34.0
10696,I have [a/an] google phone charger,PHONE CHARGER,26.0
41206,Where does my rest of [food] go ?,PAPER SHEET,23.0
40102,Where does this plastic cups goes?,PLASTIC DISH,34.0
10569,I have [a/an] eco-friendly packaging,PAPER PACKAGING,21.0
4525,"Excuse me, can you help me ? I have to throw this nickel-cadmium battery",CYLINDRICAL BATTERY,9.0
20737,In what trash does this plastic tray go ?,PLASTIC TRAY,42.0
44692,I would like to throw this canned sauce,ALUMINIUM CAN,0.0
16552,"I have this paper wraps, where should I throw it ?",PAPER FOOD PACKAGING,39.0
42825,Where should I put a plastic cup,PLASTIC CUP,32.0
2584,Could I throw this mixed paper-plastic packaging in this trash ?,MIXED PAPER-PLASTIC PACKAGING,37.0
43493,Where to throw my alkaline battery ?,CYLINDRICAL BATTERY,9.0
45221,I would like to throw my paper bowl,PAPER BOWL,18.0
2425,Could I throw this pepsi plastic cap in this trash ?,PLASTIC CAP,31.0
19055,I want to throw my plastic bag,PLASTIC BAG,28.0
9875,I have [a/an] canned soup,ALUMINIUM CAN,0.0
27660,Open for my majestic chips plastic bag,PLASTIC SNACK PACKAGING,38.0
25809,Is there anyway I could get rid of a paper magasine ?,PAPER MAGASINE,20.0
30249,what bin is best suited for a fanta plastic bottle ?,PLASTIC BOTTLE,29.0
14945,"I have my plastic bowl to throw, where should I put it ?",PLASTIC BOWL,30.0
45055,I would like to throw this acer charger,LAPTOP CHARGER,13.0
21349,In which bin does this glass canister go ?,GLASS JAR,12.0
5634,"Hey, I'm going to throw a birrificio italiano can",ALUMINIUM CAN,0.0
28863,Should I recycle a plastic bowl ?,PLASTIC BOWL,30.0
24780,Is a plastic bowls recyclable ?,PLASTIC DISH,34.0
41731,Where does my rest of [food] go ?,WOODEN CUTLERY,47.0
40712,Where does my rest of [food] go ?,CYLINDRICAL BATTERY,9.0
28326,Should I recycle a apothecary jar ?,GLASS JAR,12.0
31868,Where can I put my plastic sticks ?,PLASTIC STICKS,40.0
5132,"Excuse me, can you help me ? I have to throw my pizza box",PIZZA BOX,27.0
35024,Where do I put my sustainable packaging ?,COMPOSTABLE PACKAGING,5.0
17731,I wonder where I should throw this plastic cap ?,PLASTIC CAP,31.0
39354,Where does a n95 masks goes?,FACE MASK,10.0
15622,"I have this vinegar packets, where should I throw it ?",CONDIMENT PACKETS,6.0
27802,Open for my majestic wooden cutlery,WOODEN CUTLERY,47.0
6422,"Hey, I'm going to throw my page",PAPER SHEET,23.0
8511,"Hi trash, where should I discard a aluminium tray ?",ALUMINIUM TRAY,2.0
43695,Where to throw a unit-dose blister ?,MEDS BLISTER,14.0
18959,I want to throw my legal pads,PAPER SHEET,23.0
16699,"I have this packet of rolls, where should I throw it ?",TOBACCO PACK,49.0
42248,Where should I put my apothecary jar,GLASS JAR,12.0
2918,"Excuse me, can you help me ? I don't know where to throw my canned fruit ",ALUMINIUM CAN,0.0
22524,In which bin should I throw a non-toxic packaging ?,COMPOSTABLE PACKAGING,5.0
15268,"I have this tram ticket to throw, where should I put it ?",TRANSPORT TICKET,46.0
5554,"Excuse me, can you help me ? I have to throw this tobacco pack",TOBACCO PACK,49.0
13159,I have this pineapples to throw,ORGANIC SCRAPS,17.0
19685,In what trash does my pall mall pack go ?,CIGARETTE PACK,4.0
2533,Could I throw this plastic food storage containers in this trash ?,PLASTIC DISH,34.0
16401,"I have a plastic mug, where should I throw it ?",PLASTIC CUP,32.0
6460,"Hey, I'm going to throw this pulp tray",PAPER TRAY,25.0
38634,Where does a evian plastic cap belong?,PLASTIC CAP,31.0
31506,Where can I put a paper tray ?,PAPER TRAY,25.0
25516,Is there anyway I could get rid of this schweppes glass bottle ?,GLASS BOTTLE,11.0
9477,"Hi trash, where should I discard a plastic cups ?",PLASTIC DISH,34.0
35438,Where do I put my watermelons ?,ORGANIC SCRAPS,17.0
42173,Where should I put my stella artois glass bottle,GLASS BOTTLE,11.0
32221,Where can I throw this davidoff pack ?,CIGARETTE PACK,4.0
25049,Is my pack of rolls recyclable ?,TOBACCO PACK,49.0
12127,"I have [a/an] plastic bottle, where do I throw it  ?",PLASTIC BOTTLE,29.0
32790,Where can I throw a l'espresso ?,PAPER MAGASINE,20.0
4590,"Excuse me, can you help me ? I have to throw a corona glass bottle",GLASS BOTTLE,11.0
13078,I have this medication card to throw,MEDS BLISTER,14.0
10879,I have [a/an] plastic serving platters,PLASTIC DISH,34.0
10468,I have [a/an] coffee cup,PAPER CUP,19.0
36957,Where do I throw a gente,PAPER MAGASINE,20.0
19044,I want to throw a nokia phone charger,PHONE CHARGER,26.0
13405,I have this books to throw,PAPER SHEET,23.0
11816,"I have [a/an] disposable bowl, where do I throw it  ?",PAPER BOWL,18.0
37451,Where do I throw my plastic bin,PLASTIC TRAY,42.0
12799,I have this seasoning packets to throw,CONDIMENT PACKETS,6.0
16681,"I have this wooden chopsticks, where should I throw it ?",WOODEN STICKS,48.0
8487,"Hi trash, where should I discard a canned meat ?",ALUMINIUM CAN,0.0
2497,Could I throw this plastic fork in this trash ?,PLASTIC CUTLERY,33.0
16634,"I have my tea pillow, where should I throw it ?",TEA BAG,44.0
35805,Where do I put a dasani plastic bottle ?,PLASTIC BOTTLE,29.0
8518,"Hi trash, where should I discard this cigarette ?",CIGARETTE BUTT,3.0
3103,"Excuse me, can you help me ? I don't know where to throw this crumbled tissue",CRUMBLED TISSUE,8.0
12256,"I have [a/an] plastic trays, where do I throw it  ?",PLASTIC DISH,34.0
28057,Should I recycle this biodegradable packaging ?,COMPOSTABLE PACKAGING,5.0
900,Can I recycle a compostable tray ?,PAPER TRAY,25.0
40622,Where does my rest of [food] go ?,COMPOSTABLE PACKAGING,5.0
40924,Where does my rest of [food] go ?,MEDS BLISTER,14.0
15547,"I have this recyclable packaging, where should I throw it ?",COMPOSTABLE PACKAGING,5.0
16394,"I have my party cup, where should I throw it ?",PLASTIC CUP,32.0
44487,Where to throw a bus ticket ?,TRANSPORT TICKET,46.0
31485,Where can I put a legal pads ?,PAPER SHEET,23.0
6292,"Hey, I'm going to throw this coffee cup",PAPER CUP,19.0
43307,Where to throw my canned milk ?,ALUMINIUM CAN,0.0
41169,Where does my rest of [food] go ?,PAPER PACKAGING,21.0
20933,In which bin does my ichnusa can go ?,ALUMINIUM CAN,0.0
14264,"I have my lithium battery to throw, where should I put it ?",CYLINDRICAL BATTERY,9.0
7885,"Hey, in which trash does this huawei phone charger goes ? Thank you",PHONE CHARGER,26.0
1650,Could I throw a carbon-neutral packaging in this trash ?,COMPOSTABLE PACKAGING,5.0
31935,Where can I put a tea filter bag ?,TEA BAG,44.0
140,Can I recycle my canned fish  ?,ALUMINIUM CAN,0.0
25728,Is there anyway I could get rid of a dairy products ?,ORGANIC SCRAPS,17.0
25808,Is there anyway I could get rid of my cardboard cup ?,PAPER CUP,19.0
21382,In which bin does this lenovo charger go ?,LAPTOP CHARGER,13.0
24748,Is this stadium cup recyclable ?,PLASTIC CUP,32.0
23543,In which bin should I throw my plastic tray insert ?,PLASTIC TRAY,42.0
13743,I have a candy plastic bag to throw,PLASTIC SNACK PACKAGING,38.0
45048,I would like to throw a hp charger,LAPTOP CHARGER,13.0
22613,In which bin should I throw my alkaline battery ?,CYLINDRICAL BATTERY,9.0
41888,Where should I put my canned vegetables,ALUMINIUM CAN,0.0
16548,"I have a takeaway paper bag, where should I throw it ?",PAPER FOOD PACKAGING,39.0
31090,Where can I put this glass container ?,GLASS JAR,12.0
26310,Is there anyway I could get rid of a plastic pallet ?,PLASTIC TRAY,42.0
22922,In which bin should I throw my eggshells ?,ORGANIC SCRAPS,17.0
36627,Where do I throw a brewfist glass bottle,GLASS BOTTLE,11.0
19217,I want to throw my plastic trays,PLASTIC DISH,34.0
40035,Where does a san pellegrino plastic cap goes?,PLASTIC CAP,31.0
38390,Where does my cardboard packaging belong?,PAPER PACKAGING,21.0
45748,I would like to throw this plastic-lined paper bags,MIXED PAPER-PLASTIC PACKAGING,37.0
15260,"I have my train ticket to throw, where should I put it ?",TRANSPORT TICKET,46.0
5588,"Hey, I'm going to throw my mountain dew can",ALUMINIUM CAN,0.0
32047,Where can I throw this a&w root beer can ?,ALUMINIUM CAN,0.0
7047,"Hey, in which trash does a blue moon can goes ? Thank you",ALUMINIUM CAN,0.0
43785,Where to throw a strawberries ?,ORGANIC SCRAPS,17.0
35025,Where do I put a green packaging ?,COMPOSTABLE PACKAGING,5.0
13388,I have my notepads to throw,PAPER SHEET,23.0
40274,Where does my tea sachet goes?,TEA BAG,44.0
25014,Is a tramway ticket recyclable ?,TRANSPORT TICKET,46.0
38241,Where does a nut shells belong?,ORGANIC SCRAPS,17.0
15672,"I have a mercury-oxide battery, where should I throw it ?",CYLINDRICAL BATTERY,9.0
16505,"I have my mixed paper-plastic packaging, where should I throw it ?",MIXED PAPER-PLASTIC PACKAGING,37.0
4577,"Excuse me, can you help me ? I have to throw my san pellegrino glass bottle",GLASS BOTTLE,11.0
16906,I wonder where I should throw this dunhill pack ?,CIGARETTE PACK,4.0
1148,Can I recycle my disposable glove ?,PLASTIC GLOVES,35.0
3459,"Excuse me, can you help me ? I don't know where to throw a paper bowl",PAPER BOWL,18.0
16837,I wonder where I should throw this canned fruit  ?,ALUMINIUM CAN,0.0
15180,"I have a plastic crate to throw, where should I put it ?",PLASTIC TRAY,42.0
35925,Where do I put a plastic cups ?,PLASTIC DISH,34.0
14280,"I have a mercury-oxide battery to throw, where should I put it ?",CYLINDRICAL BATTERY,9.0
11318,"I have [a/an] philip morris pack, where do I throw it  ?",CIGARETTE PACK,4.0
18916,I want to throw this compostable packaging,PAPER PACKAGING,21.0
14927,"I have my dasani plastic bottle to throw, where should I put it ?",PLASTIC BOTTLE,29.0
16104,"I have a oggi, where should I throw it ?",PAPER MAGASINE,20.0
18662,I want to throw my pepsi cap,METAL CAP,15.0
33669,Where do I have to throw a circular packaging ?,COMPOSTABLE PACKAGING,5.0
12116,"I have [a/an] ziplock bag, where do I throw it  ?",PLASTIC BAG,28.0
10517,I have [a/an] il venerdì di repubblica,PAPER MAGASINE,20.0
37535,Where do I throw my metro ticket,TRANSPORT TICKET,46.0
39103,Where does this canned vegetables goes?,ALUMINIUM CAN,0.0
32473,Where can I throw this dr. pepper glass bottle ?,GLASS BOTTLE,11.0
45443,I would like to throw my biodegradable tray,PAPER TRAY,25.0
37884,Where does a pepper packets belong?,CONDIMENT PACKETS,6.0
8138,"Hey, in which trash does my plastic containers goes ? Thank you",PLASTIC PACKAGING,36.0
2937,"Excuse me, can you help me ? I don't know where to throw a canned milk",ALUMINIUM CAN,0.0
14120,"I have my gauloises pack to throw, where should I put it ?",CIGARETTE PACK,4.0
3559,"Excuse me, can you help me ? I don't know where to throw this l'espresso",PAPER MAGASINE,20.0
3528,"Excuse me, can you help me ? I don't know where to throw a fiber cup",PAPER CUP,19.0
15988,"I have this paper bowl, where should I throw it ?",PAPER BOWL,18.0
26419,Is there anyway I could get rid of this wooden spoon ?,WOODEN CUTLERY,47.0
10982,I have [a/an] takeaway paper bag,PAPER FOOD PACKAGING,39.0
33148,Where can I throw this plastic lids for dishes ?,PLASTIC DISH,34.0
45805,I would like to throw this plastic crate,PLASTIC TRAY,42.0
31147,Where can I put this samsung charger ?,LAPTOP CHARGER,13.0
42659,Where should I put my biodegradable tray,PAPER TRAY,25.0
36056,Where do I put my plastic pallet ?,PLASTIC TRAY,42.0
15454,"I have this canned beans, where should I throw it ?",ALUMINIUM CAN,0.0
26395,Is there anyway I could get rid of this train ticket ?,TRANSPORT TICKET,46.0
6258,"Hey, I'm going to throw a hot bowl",PAPER BOWL,18.0
15705,"I have a pepsi glass bottle, where should I throw it ?",GLASS BOTTLE,11.0
520,Can I recycle this razer charger ?,LAPTOP CHARGER,13.0
42026,Where should I put my condiment packets,CONDIMENT PACKETS,6.0
35603,Where do I put my paper packaging ?,PAPER PACKAGING,21.0
23514,In which bin should I throw a plastic sticks ?,PLASTIC STICKS,40.0
45015,I would like to throw a glass vase,GLASS JAR,12.0
23521,In which bin should I throw this plastic tray ?,PLASTIC TRAY,42.0
36410,Where do I throw my biodegradable packaging,COMPOSTABLE PACKAGING,5.0
14353,"I have this menabrea glass bottle to throw, where should I put it ?",GLASS BOTTLE,11.0
18586,I want to throw this preserve jar,GLASS JAR,12.0
